reference,customer_name,phone_number,address,order_id,order_total
8001796306,Daniel Robertson,(927)425-8584x831,"700 Young Drive, Meredithshire, West Virginia, Hungary, 60192",c525a17f-8186-4c11-9fc8-4f0634e4b86f,16575
7115779771,Emily Fernandez,362-685-0799x679,"188 Jonathan Ports, Cainmouth, Hawaii, Gabon, 95117",0d869f2e-75b0-4347-b604-8437b5ac15d8,41991
2749398250,Susan Chandler,5149643707,"8145 Patel Squares Apt. 666, New Anna, Nevada, Mayotte, 60978",56612376-1312-4519-a631-d7a11691ba40,52388
6964514220,Veronica Fox,+1-325-367-3557,"4176 Shari Hill, Nicholasfurt, Vermont, Svalbard & Jan Mayen Islands, 51709",ba87d1a4-9630-40bd-99cd-63273f1b97e0,20183
5205687415,Matthew Randall,434-310-3661x241,"4300 Bailey Rapids, Jamesside, Nevada, Somalia, 24894",db291689-c710-40ec-b75a-a9c6b9249ad4,23948
1780236250,Gregory Johnson,001-749-670-7029x379,"454 Robertson Ports Suite 967, East Christineberg, Maryland, Saint Pierre and Miquelon, 08717",471c09cb-8510-440d-b97a-00c3f9b31cd9,37150
1773212381,Caleb Norman,2626042831,"3116 Martin Cape Suite 115, Garymouth, Minnesota, Switzerland, 29466",586e5d29-3acb-479e-9c66-b8040627bf61,23855
4537368019,William Stevens,901-990-7978,"55074 Adriana Drives Suite 647, Teresaport, Oklahoma, Faroe Islands, 66179",538cc26e-6af8-4c1b-a853-18c300a5a5a8,31468
9535657964,Joshua Chavez,418.243.6190x07386,"547 Jesse Row, Lake Marvinport, North Dakota, Niue, 58759",4462f2ea-de32-4e71-85d9-285374fbf4ec,16370
8064888369,Karen Fox,610.857.4830,"6090 Robert Lake Suite 232, South Mollymouth, Hawaii, Montserrat, 02972",213bbe59-f306-4b13-ba44-59c090369a89,12370
3365254155,Jeffrey Morales,001-244-600-8514x72194,"28445 Thomas Ports Suite 132, Williamsshire, Illinois, Lithuania, 23324",97f9335a-243d-417b-bbf7-2180d6ef0fe2,53122
3659649275,Stacy Powers,426.809.3994,"53817 Livingston Way, New Christopherchester, Massachusetts, Antarctica (the territory South of 60 deg S), 24667",ab63994c-ee26-4762-b39c-3fff855c4386,14200
7310396089,Stacy Pierce,(653)285-7838x73060,"9555 Espinoza Forges, Joshuahaven, Idaho, Faroe Islands, 61290",1d79bdfe-4539-4a05-8311-a3ad0fb8af80,39115
2437125389,Katie Everett,+1-200-460-3990,"1574 Sanders Streets, Smithborough, Alaska, Bulgaria, 54585",1966a8ea-98bc-4f32-90be-9f24c72930fd,4144
9380493710,Debra Smith,997.895.3237,"04649 Gardner Viaduct Apt. 933, Lake Cynthiamouth, Louisiana, Reunion, 51316",1affc983-a34e-4807-b067-602ba9954917,20389
7171636127,Richard Maddox,360-996-4169,"7725 Tiffany Causeway, Campbellmouth, Michigan, Turks and Caicos Islands, 81698",b2b5a427-3c92-4e2e-b733-442888258b57,28646
4763262138,Danielle Berry,001-629-732-6167x176,"243 James Locks, Georgeport, Nevada, Vietnam, 10427",06dcaba3-baa1-4347-817b-436443d89239,17619
8503846842,Gina Long,001-463-507-8320x2236,"02303 Monica Isle Suite 691, Estesfurt, Hawaii, French Southern Territories, 91940",7cc7cebb-9956-4adc-b21b-1bbc39992ad4,6660
9811118152,Tami Aguilar,(482)884-5281x065,"333 Henderson Cliff, South Ashley, Illinois, New Zealand, 27728",1cd89dae-19bd-461d-83c8-66a36ad84757,36677
3704718059,Samantha Boyd,(885)898-3187x99082,"017 Mason Walks Apt. 163, Mayberg, Minnesota, Bangladesh, 40675",a2930e0b-6dcd-442b-9a02-6f5f5c53912f,30471
1780390210,George Ward,+1-872-242-1921x24585,"437 Martinez Centers Suite 648, Jessicamouth, Georgia, Colombia, 06437",5abd83ec-e36f-4e17-8e23-67a0027446b8,10998
5636003375,Daniel Lynch,001-319-349-8706x09820,"09426 Elizabeth Mount, South Kristiside, Idaho, Greenland, 68187",e2817642-ce03-471e-8352-2f00432d8eb6,29003
4419199925,Jennifer Campbell,568.866.9487x8938,"631 Richardson Lane, Lake Kristinachester, California, Madagascar, 44679",30096665-b509-4a99-b56c-39053de34028,39389
5685804138,Tommy Howard,(757)228-7716x15337,"9932 Murray Harbor, Allisonburgh, West Virginia, French Polynesia, 18226",1461979b-758d-4f3d-8ef9-144c3d79ffb7,2820
7674923495,Maria Riley,(516)649-2815x61323,"8464 Julie Junctions Suite 041, Stevensfurt, Idaho, United Kingdom, 85619",e000d5ee-5b12-4b6e-b32c-9418acc01ad1,11850
9341044269,Thomas Arias,248-277-8497,"3961 Dixon Harbors Apt. 316, Brooksborough, North Dakota, Cuba, 59914",3c7c5f40-c121-446f-876a-bad5ec3d68dd,42349
5259544614,John Bailey,001-534-703-6752x0513,"12590 Cooper Roads, North Jonathantown, Massachusetts, Pakistan, 77833",97f51dce-5b7f-403a-a86a-02a2cf4f3f06,20952
6959843799,Thomas Green,6377246120,"26930 Dean Valleys, North Alicia, Vermont, Bosnia and Herzegovina, 06871",58547bc8-f039-48c3-bb74-13f9fe0dee44,43068
2627350871,Thomas Stevens,372.236.8943x6017,"9871 Lauren Dam Apt. 463, Lake Sara, Alaska, United States of America, 18745",e3f7f156-b7c2-4c16-a27d-bedbff992073,21912
6341074205,Molly Hood,295-701-5922x632,"74144 Ashley Centers, Pittsstad, New York, Angola, 51063",44796809-a044-4b71-b3e5-c047ba7862de,19970
7705323750,Donald Jackson,(680)289-8612x4279,"16635 Michael Shore, West Lindahaven, Minnesota, Costa Rica, 80961",da519c35-fc15-4380-b4f2-ddeaeab03438,15133
8422677505,Raymond Cooley,+1-269-501-3334,"988 Butler Keys, Hughesville, Utah, Burkina Faso, 65896",989a2e6a-88f5-496c-9455-dc11ce176bc4,8896
8705376216,Stephen Garcia,+1-819-419-8060x8084,"55147 Dustin Pike, Hortonfort, Vermont, Saint Barthelemy, 57105",2562e5ca-bc8f-4e27-a980-8b89e1872a22,9848
8063811903,Joseph Hicks,(276)319-3458x2993,"70595 Christopher Lane, Meganside, Delaware, French Guiana, 59714",fa846fd2-ca2e-4636-8747-567048f7c0f0,44939
8841596086,Corey Moore,520.647.5902x99311,"800 Debra Rapids Suite 776, North Peter, Massachusetts, Venezuela, 27920",18c814a6-c96d-4ff2-87cb-28ef63cbc08a,38475
7151219430,James Moore,001-553-768-0450x430,"025 Coleman Crossing, New John, Illinois, Singapore, 60435",8bd2eeb2-a8f3-4c4e-8e67-e45902c60ea6,42242
5427243174,Kimberly King,768.295.6284,"52416 Johnson Creek, Hansenland, Rhode Island, Singapore, 12586",3ac595f4-2e7f-4c0e-9ba0-ee1982996d7d,26287
9610698845,Melissa Johnson,952-601-4193x36901,"882 Howell Groves Suite 216, North Heathermouth, Tennessee, Kyrgyz Republic, 77100",65a7d50c-9e65-4cb3-b8c8-3c16299add4a,46155
1266448584,William Murray,(842)941-0504,"522 Soto Wall, Andrewshire, Nebraska, British Virgin Islands, 69658",6d662974-d56b-496b-ac98-0b05534ea428,37152
2801423120,Christopher Duncan,(813)594-7039x123,"486 Cook Freeway, Timothyport, Montana, Cook Islands, 91931",80d2593d-595a-4950-a58a-ee9326aff1ea,19795
3415937079,Mary Thompson,(233)886-8573,"9279 White Points Suite 056, West Tammybury, New Mexico, Belize, 99550",169cf2df-8030-4c26-b8ef-ae0f667f6d69,40635
5179676155,Bradley King,+1-262-623-0283x8091,"653 Mora Pass, South Wendy, Wyoming, United States of America, 82197",a1d95d42-7cfe-4d8b-9029-31821cacb611,1843
1167258505,April Blake,+1-922-707-4668x743,"932 Pollard Underpass Apt. 183, East Elizabethshire, Maine, Russian Federation, 43221",dd748f3d-3bc9-4a30-8e3c-b7d76d22b89e,20512
9909741338,Javier Thomas,(462)364-7774x452,"28751 Salazar Walk, New Teresaburgh, Nebraska, Estonia, 99916",465fd637-a232-4bda-b2cf-9910a75c592a,32987
4135391009,Jessica Reilly,(558)647-5908,"68291 Bauer Hollow Suite 986, Port Gilbert, Michigan, Saint Martin, 78950",1cea33ed-1fac-4009-bf01-ccbf3ae619e6,41477
9359916574,Matthew Bryant,943-217-5087,"46333 Diane Squares Suite 391, Hendersonbury, New Mexico, Lesotho, 44147",fe86c67c-ebdc-45ff-832f-06fc95d31a58,6378
1749944730,Dana Marquez,7048003855,"5012 Lane Dale Apt. 641, North Kristenview, Minnesota, Guinea, 59486",dbddc4d2-f0a5-4ee2-8c15-e93df44729a2,42353
8901792117,Andre Farrell,(617)935-6706,"702 Rachel Ridges Apt. 080, Hornton, Massachusetts, Vanuatu, 91484",7caa4a29-adea-40b6-872d-7017a8fc4480,29230
3987873170,Adam Brown,+1-297-777-2264x608,"0950 Rodriguez Expressway Apt. 613, Andrewport, Missouri, Comoros, 06871",065ce052-fc00-459d-8913-cf184cbdd778,10919
1233657706,Megan Grant,311.226.0094x5371,"98614 Albert Isle, Port Jennifer, Washington, Western Sahara, 93543",68f7ffc7-5e61-4fab-94c8-5a5e0ea90b16,36205
7820113334,Christopher Wade,9056250807,"97470 Freeman Alley, Haynesborough, Hawaii, Mauritania, 00813",a6cf9448-879e-49b4-a3d4-ae8c6de0c127,4893
5854982194,Shelby Hammond,(597)693-6605,"3555 Davis Views Apt. 839, Jacksontown, Iowa, Vanuatu, 82911",273180af-30fc-41b7-9d77-f06aced15e1c,43745
6297557386,Jordan Diaz,001-825-235-0619x2587,"505 Darrell Divide Apt. 040, Warnerport, Tennessee, Hungary, 84242",081675ed-cbaf-4263-aed8-48ec4ae8bc85,11786
1784710658,Edwin Moore,596.510.6148,"309 Butler Key Suite 974, New Wendyview, Maryland, United Kingdom, 44655",211643aa-6c34-4e0b-94a2-74dd307ccadd,42055
7509074252,Kristina Williams,687-637-7897x1293,"5898 Marshall Alley Suite 823, Lake Justinside, Virginia, Guatemala, 75622",e29c77fe-6bb7-41b4-9265-c488fa6262f8,41733
5940469528,Omar Molina,001-237-677-3018,"2063 Jackson Drive, West Jillianfurt, Idaho, Brunei Darussalam, 16978",d622de59-2008-4679-9fc4-62aa4886d103,16291
2529988312,Russell Deleon,406-268-5208x378,"562 Harrington Mission Suite 534, South Linda, Iowa, New Zealand, 92399",e23dc6e5-1da4-4d03-8a27-733bf36bee53,11465
3836956176,Erica Macias,(567)808-0510x939,"58740 Hill Land, Paulborough, Louisiana, Poland, 92344",e7ffa99d-1075-406f-8575-df970de045c8,46440
5931468269,Craig Ford,532.943.8507,"2695 Katherine Mission, Harveytown, Tennessee, Lithuania, 06798",27d7001c-675b-4abe-91b0-b14c5616561a,16324
1423871050,Stephen Mcdaniel,+1-822-875-9488x8148,"6182 Diane Flat Apt. 285, North Melindaview, Wisconsin, Gibraltar, 90507",7e023f9e-a887-425c-9608-b79393ae1af5,32674
8544127827,Zachary Rowland,001-640-236-7349x7514,"8814 Gabriela Ridge Apt. 659, West Michaelmouth, Kentucky, Papua New Guinea, 96976",bc80cfc8-58fe-4108-8512-2f2f36ca2c55,18648
9149962526,Lori Serrano,001-289-215-0829x1017,"47594 Lee Bridge, Kimberlystad, West Virginia, Japan, 59497",21b05819-a04a-49e3-8edb-fc3f5a6b0bb7,22748
4200278938,Dawn Huffman,844.855.3066x933,"680 Walker Course Apt. 602, Davisbury, New York, Kenya, 43540",8ad66c99-bb9c-42b2-9047-83036fa151fd,11388
4836611713,Jennifer Alvarez,+1-469-708-1953x0383,"1500 Keith Underpass Apt. 612, Markton, Nebraska, Lesotho, 14808",1c0a0a27-344e-4e60-8753-5c8d52e92d72,7593
3998873967,James Grimes,+1-528-711-6611x65794,"767 Heather Wells Suite 414, Romerobury, New Hampshire, Turkmenistan, 26517",09fee036-c1b3-47e2-ba87-76cf516817e5,37096
9797239600,Jillian Landry,001-266-861-9149,"80639 Kimberly Walks Apt. 868, Jordanshire, Alabama, Equatorial Guinea, 10198",225273ae-33d3-4d55-9a2d-ad22b89ae177,29093
4692186185,Crystal Hart,3717358510,"0168 James River Suite 123, Lake Johnborough, New Mexico, Nepal, 94007",c16f214a-30f9-419b-b6ae-31226867306b,25578
4055896459,Michelle Brown,915-979-8537,"97385 Ferguson Harbor, South Danielmouth, Oklahoma, Macao, 66114",26438069-c2cb-437b-8c51-ee21a2bd0710,7413
7532655766,Laurie Powell,001-884-693-1603x1345,"3349 Jackson Fords, Carlosshire, Texas, Myanmar, 34035",4c19c10e-b4de-47c8-8dd6-7d1e4e6dff80,9398
5479805917,Jeanne Gaines,(649)500-4599x29641,"0731 Barbara Junctions, Edwardborough, Massachusetts, Tunisia, 64946",959d20ff-0a98-4f2e-92e8-cdb5054e9c22,4404
1027349891,Kathleen Jackson,+1-617-491-6884x97543,"155 Fischer Common, Barkershire, Arizona, Cambodia, 58756",5c158b87-6528-42c7-848e-0505293a6b37,22151
7645617834,Laura Carter,001-825-475-1818x441,"13439 Wells Dale, Lake Christophermouth, Ohio, Tunisia, 83130",43061fde-8c6c-4098-9ca1-262b9ec482ad,42323
5887135036,Ashley Doyle,(459)845-3117x725,"51552 Gill Squares Apt. 910, Garrettchester, Ohio, Korea, 61876",0bde1ebc-b55e-4639-b1e3-0be1902ab77b,11979
2391644315,Christopher Bray,5345192860,"2369 Timothy Mount, West Rhonda, Arkansas, Honduras, 52767",a46bbadc-5603-4912-9fe2-2c7510630507,2655
5365678956,Scott Ramos,+1-627-206-7799x019,"525 Dominique Club, Gloriashire, Oregon, Moldova, 78051",8ec695c9-8732-4eaf-83c6-0a534b7dddca,38758
1200649403,Nicole Nicholson,(607)738-8924,"96869 Laura Valley Apt. 784, Nicholasmouth, Utah, Croatia, 76609",ab2b030b-c2c5-4429-a912-e2beabb9f518,21074
6284607139,Renee Thomas,749-598-4443x3642,"9463 Mejia Club, Walkerchester, North Carolina, Slovenia, 47448",613f00c4-5496-47f9-a5a7-a9f75bffece3,17569
7161610510,Kendra Kidd,+1-730-978-6156x5002,"28104 Gordon Burgs, Robinsonfurt, Indiana, Ecuador, 85698",cb39b0bc-952a-48ad-84b7-338f5d8381e1,49042
1533816887,Joseph Tate,(761)587-0257x0869,"90995 Tommy Extension Apt. 486, Nunezberg, North Carolina, Eritrea, 05769",934da6f0-8d7d-4e42-bf1c-09bd57ae0f4c,29501
4453606119,Lori Pena,535.443.0356x352,"6176 Terrence Knoll, South Juan, Oklahoma, Somalia, 58732",92cfea09-75a5-4bb4-8770-4137c9f6655a,28878
7733454551,Marcus Graves,(387)405-0079x394,"732 Grant Forest Suite 756, Mendozatown, New Hampshire, Kenya, 65795",a833e4de-4e90-4518-b077-ea86b7b66e35,37616
3935393615,John Thomas,+1-347-912-3336x177,"6865 Karen Square, Charlesfort, Idaho, Iran, 54418",7c8c0ac3-f01a-4ab4-8229-a602359d3da4,4864
8399464055,Christian Barker,424.323.3639x157,"03373 Russell Common, New Mariaborough, Colorado, Guatemala, 77367",c06aa973-c94b-4673-b711-f51acb626db6,14533
5592349222,Jeffrey Thomas,675-332-8500x1619,"4261 Jason Rue Apt. 062, Thomastown, Florida, Guatemala, 30183",c32bc67f-34e7-4139-8ede-1d060c54b342,6129
6095560336,Megan Smith,246.569.9427,"1623 Gross Prairie Suite 399, Austinhaven, Rhode Island, Malta, 71612",af0f4d95-f210-45dc-b915-4f758a2fd7aa,37637
1113686059,Jason Snow,001-765-225-2996,"348 Martin Fords Suite 874, Kyleton, Mississippi, Haiti, 36209",64271b9f-2b2e-4127-9ab2-741acd13c77b,41610
2551600735,Ian Stevens,253.714.3627x727,"8233 Katie Garden Suite 175, South Kevin, South Carolina, United States Minor Outlying Islands, 61757",5cc46338-c185-4562-9492-aa1d422eed25,33649
9126477474,William Carter,001-435-261-4223x848,"4501 Rios Corner Suite 448, North Christopherborough, Mississippi, Panama, 10478",48c5da78-bc11-435a-8908-4d84933e04ba,18172
8436362086,Jeffrey Warren,672.948.0228,"50339 Gutierrez Roads Apt. 159, New Kevin, Nebraska, Nigeria, 47033",391e45b5-a0f0-4752-b96e-2830c40aa610,18980
7591897779,Ashley Romero,(380)938-8632,"044 Douglas Spur, Martinchester, New Jersey, Cocos (Keeling) Islands, 08998",14d91e4c-009d-4051-99ae-a52f138ffdc5,41979
1410232629,Virginia Doyle,313-522-4560,"9078 Jared Coves Apt. 040, South Franktown, Montana, Kiribati, 96482",52f9818f-c6a3-48fc-bc82-148e73f8def0,13731
4013493048,Maria Gould,(556)944-2363x659,"42605 Rhonda Summit Apt. 164, West Joshuaview, Massachusetts, Sudan, 02941",726b1603-e22c-4d9a-8dd9-d42fda335bd1,35936
4057113284,Michael Mitchell,964-410-4078x0735,"5928 Roy Lake Suite 893, Lake Jamieton, Ohio, Saint Barthelemy, 72945",2fd7ec50-9054-4ecb-826c-59f305e21c66,42430
1630437054,Clarence Cantrell,001-997-899-1932x031,"25778 Katherine Mill Suite 302, Melissastad, Illinois, Marshall Islands, 81573",6c0fa2a0-b9b4-4df3-b440-21b559a05a35,23945
7796792359,Todd Boyer,(804)906-1426x28425,"60692 Jennifer Underpass, New Suzannehaven, Oregon, Myanmar, 21686",7c996b58-f0d4-4d09-b739-c525fb516384,30339
9015528300,Lindsey David,(558)564-0937,"193 Sarah Stravenue Apt. 540, New Marissa, Colorado, British Virgin Islands, 53560",e195409e-15e2-48e0-b26f-7e160b1a6234,28029
1586580114,Carrie Golden,258.858.6072x2564,"6815 Blake Overpass Apt. 869, New Matthew, Ohio, Poland, 40162",71948ebd-557c-485f-911e-0f15956aff6e,22889
6506020096,Jodi Brewer,751-870-6319x3441,"588 Long Meadow, New Patricia, Missouri, Falkland Islands (Malvinas), 48467",be89c3c6-fa49-466b-a690-9adfdcfed7b1,18262
5423141812,Jennifer Best,953.361.8726x92216,"6829 Douglas Path Suite 407, Alexahaven, Oregon, Gabon, 53384",dc006ea1-e326-4961-9731-8f658ee75712,33968
1881360415,Jaclyn Fry,864-242-1889,"0951 Alexander Manor, New Angelamouth, Texas, Czech Republic, 04521",2cfdccd6-3460-41f1-a9f4-7a1b55767a29,15932
4657479218,Benjamin Odom,(215)998-6389,"728 Diane Ports Suite 889, Andreafurt, Oklahoma, Malta, 98969",7285d7a2-d3e1-46a1-9b29-8d106bd81c92,17489
5666381830,Christopher Walls,(859)944-5063,"271 John Crossing, New Shelly, New Hampshire, Netherlands, 29506",3e4e6478-e69a-4100-b260-d5f09a6b0fdf,23180
3014133962,Cynthia Page,001-221-963-0133,"2419 Floyd Glen, North Colleen, Maine, Martinique, 57558",cd8bc4c0-a381-4f73-b3b7-b4b55689147d,3317
3459824516,Karen Thomas,(433)549-6229x50347,"54035 Sarah Village, South Sylviamouth, Nevada, Afghanistan, 42425",16ea8cbd-7cd7-43c7-bfdc-461bf3b3dd45,27369
5252085670,Stephanie Wallace,237-356-1125,"8002 Petersen Wall, North Sabrina, South Carolina, Norway, 15147",c66c41e8-ef51-43d7-8ece-ec22ea9ff674,43446
2991939876,Karen Drake,001-512-903-4256x026,"851 David Passage Apt. 431, Watsonhaven, North Carolina, Svalbard & Jan Mayen Islands, 40739",8d3f18f5-20f5-4ff8-91e3-8ff1b73d8ed6,13606
1734876560,Samantha Washington,4209522008,"786 Barnett Walks, Port Anthony, Utah, Egypt, 38570",d550e7ad-6b0f-4903-b4c1-0ea179f390cc,49065
8240739225,Debra Green,(797)743-0369x793,"20261 Johnson Ports, Darrylview, Indiana, Syrian Arab Republic, 28279",09590245-76c0-426d-beb5-0bef1502bfd4,23190
9390092311,Stephanie Villanueva,(704)887-7657x0218,"4307 Johnston Road, Sarahbury, Arkansas, Peru, 35586",400a2a69-31b8-49f3-8260-a0b5eb878215,38572
2890489708,Caitlyn Bennett,(356)968-2429x161,"147 Erickson Field, West Patriciaside, Louisiana, Chile, 46216",a47807ab-86b3-462f-89f6-d55d64bdfffb,16809
8147719603,William Patel,(432)821-2543x09811,"31813 Hall Knoll Apt. 773, East Erin, Maine, Burundi, 71399",1e91075a-d5ca-4db0-ba09-b81b4bd685ab,29161
9734173027,Heather Hernandez,6848646929,"6343 Cannon Drive Apt. 673, Port Brett, Delaware, Greenland, 72616",56b73fbb-fe76-4e30-8f0e-a4c169ac0432,16291
5687421668,Bradley King,349.404.1443,"12095 Mccarty Curve Apt. 803, Duffyport, Indiana, San Marino, 92387",b6367885-d32a-4131-83cf-549a4c5d8568,48233
7653775833,John Bell,001-255-680-9714x662,"5560 Baxter Club, Port Melissa, Michigan, Peru, 20398",9d4d3c88-4e75-46bd-802b-b79429ac748f,40147
8608990131,Nicholas Kelly,(395)455-2323,"108 Kevin Island Suite 873, East Sandra, New Jersey, Nauru, 69733",5923c87f-3b51-4ce2-b44b-b2c866f5c6f2,13563
1761646402,Victoria Soto,001-832-896-0781x65064,"07794 Angela Meadows, Davidport, Kansas, Bahamas, 71908",05d27a7c-59cc-43e5-97b5-6dfb0296472a,6176
8117179632,Sara Mckee,+1-940-380-2143x6621,"146 Reynolds Track, North Natalieberg, South Dakota, United Arab Emirates, 09122",2bbfbabb-b784-4cff-8ce2-673062eed1be,4010
6194702971,Timothy Rodriguez,(399)389-1458x6593,"5717 Ball Garden, North Alexisland, Maine, Japan, 33398",3207099e-3507-41ee-a603-15babddab1d6,41191
1616953095,Cheryl Blake,001-662-428-3483x00194,"68829 Burke Drives Apt. 076, New Jenniferbury, West Virginia, Maldives, 44508",9908535c-1c43-4432-ad1a-4c8d1d09fd6e,11271
5336533746,Melissa Lawrence,519.262.6521,"0504 Harris Ridges, Sarahstad, Washington, Northern Mariana Islands, 97598",337a5e0e-16bb-4275-83bb-542873ffc863,30212
7334308775,Wayne Fleming,836.912.0394x744,"665 Bryan Crest, Ericburgh, Ohio, Vietnam, 66464",2167e4f1-0f26-4a92-b0d5-ea388c5154bf,24222
5541184173,Samuel Williams,6148266014,"811 Christopher Motorway, Patriciaside, Nebraska, Lao People's Democratic Republic, 84156",5b4f84e2-53c4-4c2d-9db0-ac16e1788060,16499
6623922149,Jay Davis,630-436-9013x80117,"609 Anthony Path, Kristopherberg, Utah, China, 11673",5ffc16ee-9518-4b81-b45c-386821bd1813,52393
8273035111,Rachel Wallace,+1-371-373-5564x10510,"3976 Fowler Trace, Melodychester, West Virginia, Congo, 13288",07beb476-48d8-47ac-bdb4-f87785ae1d0d,26902
2642694898,Desiree Smith,865.754.0156,"751 Michelle Mews Apt. 696, New Stephen, Oklahoma, Korea, 48113",00a36948-a520-43a2-b259-50de341e2310,37220
1569337413,Mindy Peters,+1-271-298-2619x407,"8007 Larson Knoll, South Michael, Mississippi, Lithuania, 71947",5f5b80f0-9366-4e49-b4c8-c28b33aa0a8a,38115
4579173624,John Walker,(266)416-1752,"127 Price Plaza Suite 669, Harristown, Arkansas, Denmark, 02078",b3045061-81b8-4ab4-bce9-1809ecdd9c4f,38168
6889283144,Christina Holt,(230)393-4396x333,"819 Stacey Lane, South Rachel, New Hampshire, New Caledonia, 25830",d9e53a43-a3cb-41e9-a6cb-3cf02e5f7ba5,26508
5185165620,Sarah Hayes,+1-803-793-3893x0171,"46254 Kevin Key Apt. 163, Victoriaville, Oklahoma, Sudan, 79522",cc812a2e-2c5a-4689-9351-b2f22d00efcc,18206
6013036249,Anna Jenkins,360.887.9312,"29735 Megan Meadows, West Patricia, New Mexico, Gibraltar, 90493",47766de5-8d0b-4195-a3ca-618730f62dae,48192
7854727373,Benjamin Spencer,(220)215-3562,"9977 Little Lodge Suite 393, Laurashire, Massachusetts, Western Sahara, 46204",6df7b0de-e916-440e-9b8b-78a6f751e2ea,36359
9208582862,Amy Snyder,603-486-1819x2075,"36291 Patricia Locks, Lake Ryan, Massachusetts, Turkmenistan, 84090",104beb6c-0e4a-43bd-b38d-391e91f50999,37119
1716113809,Derrick Jones,545-366-6504x7730,"595 Travis Ranch Apt. 128, Washingtonborough, Ohio, Congo, 48241",5e1edaa1-3293-4d66-a2b9-d80a62049a63,24994
4808041685,Dean Moore,862.931.3129x108,"9154 Willis Spur, Jamesland, Louisiana, South Georgia and the South Sandwich Islands, 80460",1028816e-c002-4fd8-8538-7b6d529ef6f1,47818
4686030739,Mark Palmer,754.743.3374x322,"173 Martin Bypass Suite 218, Wyattside, Massachusetts, Northern Mariana Islands, 50795",c03bd7d4-9a6b-4270-8924-e667dc28b690,36293
4532374504,Daniel Marshall,9949816986,"3558 Reyes Ford Suite 585, Amyborough, Oklahoma, Micronesia, 28429",6463ba15-c913-4f44-b26b-cedacc7889c1,8926
7099023904,Timothy Hamilton,6385847525,"229 Estrada Ferry, Paulton, Ohio, Martinique, 63979",35c63206-ec22-4bc4-828a-a9eb3be5adfe,39228
3924868233,Holly Oconnell,321-897-8133x175,"004 Thomas Glen Apt. 238, South Michael, Oklahoma, Kenya, 98103",ca9d47f5-118d-46a1-a20d-4b8b1dbe130b,25968
6490449801,Michael Smith,(375)828-4162x60041,"311 Holt Mountain, Sethview, Colorado, Iran, 00949",b1def1ed-2d08-4a22-9a00-ad40d8b6cfb0,42646
