order_id,customer_name,phone_number,address
a6cf9448-879e-49b4-a3d4-ae8c6de0c127,Nicole Conner,943.313.8755x618,"76907 Jessica Course, Matamouth, Ohio, Djibouti, 66904"
273180af-30fc-41b7-9d77-f06aced15e1c,Michelle Booth,+1-924-388-4236x41101,"7840 Lane Run Apt. 927, Nunezburgh, Florida, Belgium, 40388"
081675ed-cbaf-4263-aed8-48ec4ae8bc85,Megan Taylor,7679179343,"82178 Becky Turnpike Apt. 053, Hannahbury, Mississippi, Spain, 95383"
211643aa-6c34-4e0b-94a2-74dd307ccadd,Omar Hawkins,992-462-8926,"90924 Shane Glen Suite 795, East Bryan, Arkansas, Russian Federation, 53776"
e29c77fe-6bb7-41b4-9265-c488fa6262f8,Robert Brown,(937)464-9317x547,"801 Victoria Lane, South Laurabury, Colorado, Tonga, 16512"
d622de59-2008-4679-9fc4-62aa4886d103,Steven Rosario,+1-534-274-7628x2898,"416 Thompson Courts Suite 270, Rodneyfurt, Massachusetts, Luxembourg, 12020"
e23dc6e5-1da4-4d03-8a27-733bf36bee53,Joshua Green,278-912-1697,"218 Dana Pike, Wrightchester, Ohio, Micronesia, 46107"
e7ffa99d-1075-406f-8575-df970de045c8,Whitney Morris,+1-286-205-1408,"64183 Jacqueline Harbors, Lake Jerry, Nevada, Panama, 30623"
27d7001c-675b-4abe-91b0-b14c5616561a,Christopher Davis,001-384-742-6152x6991,"8013 Ellis Drive, Carlaland, Georgia, Papua New Guinea, 79391"
7e023f9e-a887-425c-9608-b79393ae1af5,Cathy Parrish,729.323.7669x257,"105 Lucas Meadows, Orrside, Nebraska, South Georgia and the South Sandwich Islands, 74216"
bc80cfc8-58fe-4108-8512-2f2f36ca2c55,Vincent White,928.587.6676,"253 John Island, North Tamarachester, Kentucky, Azerbaijan, 45297"
21b05819-a04a-49e3-8edb-fc3f5a6b0bb7,Kara Larson,(643)418-1375x5253,"2482 John Station Apt. 071, New Patrick, North Dakota, Trinidad and Tobago, 59738"
8ad66c99-bb9c-42b2-9047-83036fa151fd,Christina Young,302-459-0831,"9500 Mcdonald Glens, East Aaron, Oregon, Uruguay, 80440"
1c0a0a27-344e-4e60-8753-5c8d52e92d72,Lauren Moore,311-405-4099,"46171 Connie Oval, East Sheriview, Connecticut, Bahamas, 26727"
09fee036-c1b3-47e2-ba87-76cf516817e5,Tina Williams,774.208.0484,"62332 Page Gateway, West Jeremy, Wisconsin, Timor-Leste, 99383"
225273ae-33d3-4d55-9a2d-ad22b89ae177,Ronnie Barton,(833)279-0599,"08335 Morris Overpass Suite 403, West Christopherburgh, North Dakota, Albania, 50052"
c16f214a-30f9-419b-b6ae-31226867306b,Nicole Riley,517-933-6736x246,"8617 Knight Throughway, Andersonside, West Virginia, Jordan, 15069"
26438069-c2cb-437b-8c51-ee21a2bd0710,Tammy Mullen,(413)775-5805,"1878 Ashlee Extension Suite 279, Lake Angelicaberg, New Mexico, Taiwan, 90016"
4c19c10e-b4de-47c8-8dd6-7d1e4e6dff80,Raymond Williams,001-668-968-2828x4689,"0804 Melendez Unions, New Dennis, Arizona, Cocos (Keeling) Islands, 53464"
959d20ff-0a98-4f2e-92e8-cdb5054e9c22,Kenneth Brown,001-672-741-5654,"42250 Bryant Falls, Port Carolstad, Arizona, Bhutan, 96760"
5c158b87-6528-42c7-848e-0505293a6b37,Brooke Cruz,001-551-888-0791x90157,"570 Allen Tunnel, Wrightport, Colorado, Uzbekistan, 23685"
43061fde-8c6c-4098-9ca1-262b9ec482ad,Teresa Lewis,+1-708-713-2354x37851,"759 Timothy Drives Apt. 536, Riosburgh, West Virginia, Iceland, 15499"
0bde1ebc-b55e-4639-b1e3-0be1902ab77b,Michael Olson,434-954-5092,"44756 William Run Suite 370, Lake Alexandra, Pennsylvania, Malaysia, 00707"
a46bbadc-5603-4912-9fe2-2c7510630507,Robert Fisher,525.655.5175x0706,"5191 Deborah Radial, South Kristin, South Dakota, Belgium, 32473"
8ec695c9-8732-4eaf-83c6-0a534b7dddca,Michael Richardson,+1-528-969-8929x79512,"71821 Cole Forest Suite 365, Denisefurt, Oklahoma, Mozambique, 85990"
ab2b030b-c2c5-4429-a912-e2beabb9f518,Chelsea Sullivan,(615)459-7882x4909,"93402 Eric Manor Suite 526, Markhaven, Virginia, United Arab Emirates, 10114"
613f00c4-5496-47f9-a5a7-a9f75bffece3,John Gay,933-963-6630x37362,"7846 Smith Hill Apt. 455, Lake Marie, Alaska, United Kingdom, 64806"
cb39b0bc-952a-48ad-84b7-338f5d8381e1,Monica Perez,356.976.9168x0635,"0959 Schneider Cove Suite 110, Patriciahaven, Massachusetts, Holy See (Vatican City State), 04369"
934da6f0-8d7d-4e42-bf1c-09bd57ae0f4c,Billy Dalton,(686)817-7277,"15003 Jackson Mountains, Muellerborough, Massachusetts, Jordan, 63128"
92cfea09-75a5-4bb4-8770-4137c9f6655a,Samuel Jackson,+1-339-672-6687x769,"494 Andrew Camp, Kristineville, Pennsylvania, Sri Lanka, 98698"
a833e4de-4e90-4518-b077-ea86b7b66e35,Jennifer Higgins,+1-906-745-3625,"4650 Andrews Bridge, Port Marciaborough, West Virginia, Suriname, 32181"
7c8c0ac3-f01a-4ab4-8229-a602359d3da4,Willie Harrison,508-799-7833x4626,"705 Michael Fort, West Samuelfort, Alaska, Uruguay, 60067"
c06aa973-c94b-4673-b711-f51acb626db6,Lisa Wilson,979.839.8199x69126,"3810 Jason Circles, Lake Scott, New Jersey, Namibia, 84161"
c32bc67f-34e7-4139-8ede-1d060c54b342,Mitchell Guerrero,001-283-898-3878,"428 Jordan Rapid Apt. 264, New Jessica, Oregon, Malta, 45755"
af0f4d95-f210-45dc-b915-4f758a2fd7aa,David Carter,732-785-9971,"24197 Stevens Burgs, North Peter, Minnesota, Thailand, 25319"
64271b9f-2b2e-4127-9ab2-741acd13c77b,Dan Harris,333.807.3917x92045,"388 Fry Station, Lake Vanessa, Florida, Guinea-Bissau, 23778"
5cc46338-c185-4562-9492-aa1d422eed25,Jerry Velasquez,(575)929-6373,"630 Love Walk, South Dominique, Virginia, Samoa, 83441"
48c5da78-bc11-435a-8908-4d84933e04ba,Stacy Garcia,876-343-2711x045,"03536 White Point Apt. 573, East Kelseyville, Minnesota, Niue, 23931"
391e45b5-a0f0-4752-b96e-2830c40aa610,Nicholas Patel,+1-616-932-5474,"73021 Martin Plains Apt. 675, Petersonfurt, New Jersey, Namibia, 59041"
14d91e4c-009d-4051-99ae-a52f138ffdc5,Lori Tucker,(564)784-5581x84111,"73963 Lopez Ports, Lake Cassandrachester, Utah, Somalia, 47873"
52f9818f-c6a3-48fc-bc82-148e73f8def0,Wesley Fitzgerald,602-227-0463x206,"1921 Edwin Meadows, Fletcherburgh, Iowa, Ukraine, 82449"
726b1603-e22c-4d9a-8dd9-d42fda335bd1,Karen Novak,554.813.5132x000,"5009 Jimenez Glens Apt. 985, Merrittville, Maine, Northern Mariana Islands, 91620"
2fd7ec50-9054-4ecb-826c-59f305e21c66,Larry Velazquez,6274227781,"780 Floyd Square, Port Samuelbury, Hawaii, Cuba, 77346"
6c0fa2a0-b9b4-4df3-b440-21b559a05a35,Cynthia Harvey,937-850-5355x044,"39807 Michael Track, Lynchland, Nevada, Zimbabwe, 72999"
7c996b58-f0d4-4d09-b739-c525fb516384,Keith Buchanan,001-935-889-9490x27974,"0044 Kathryn Summit, North Jason, Kansas, Russian Federation, 53458"
e195409e-15e2-48e0-b26f-7e160b1a6234,Aaron Stout,+1-849-830-1966x5853,"48789 Clayton Course Apt. 761, Reevesview, New Hampshire, Bangladesh, 42676"
71948ebd-557c-485f-911e-0f15956aff6e,Daniel Cox,614.300.7656,"3287 Kelly Meadows Apt. 918, Port Jessica, Georgia, Iran, 91049"
be89c3c6-fa49-466b-a690-9adfdcfed7b1,April Frye,001-469-454-9477x569,"208 Kennedy Plains, New Erin, Kansas, Estonia, 26498"
dc006ea1-e326-4961-9731-8f658ee75712,Seth Hernandez,8023346126,"84280 Debra Springs, Nicholasborough, Georgia, Antarctica (the territory South of 60 deg S), 41231"
2cfdccd6-3460-41f1-a9f4-7a1b55767a29,Dylan Rojas,(850)508-6380x639,"1911 Thomas Cliffs Apt. 916, Foleymouth, Alaska, Saint Helena, 01550"
7285d7a2-d3e1-46a1-9b29-8d106bd81c92,Jacob Acosta,856-848-9540x80589,"493 Amy Streets Apt. 539, New Rubenborough, California, Uzbekistan, 18346"
3e4e6478-e69a-4100-b260-d5f09a6b0fdf,Micheal Williamson,(876)717-3340x43554,"7796 James Valleys Suite 345, Anaburgh, Oklahoma, Liechtenstein, 41056"
cd8bc4c0-a381-4f73-b3b7-b4b55689147d,Alex Joseph,739.680.0559,"005 Whitaker Motorway Apt. 418, South Robertstad, Kansas, British Virgin Islands, 48406"
16ea8cbd-7cd7-43c7-bfdc-461bf3b3dd45,Christopher Schaefer,912-615-6762,"935 Sarah Mountain, Port Kelly, Tennessee, Falkland Islands (Malvinas), 76590"
c66c41e8-ef51-43d7-8ece-ec22ea9ff674,Sabrina Wiggins,814-841-3459,"42077 Pierce Station, Nguyenhaven, Ohio, Saint Pierre and Miquelon, 72412"
8d3f18f5-20f5-4ff8-91e3-8ff1b73d8ed6,Matthew Martin,4322607870,"0869 Wells Trace Suite 628, New Jennifermouth, Indiana, Egypt, 65342"
d550e7ad-6b0f-4903-b4c1-0ea179f390cc,Kevin Bates,(599)328-6910,"4827 Williams Circle, Lake Vicki, Illinois, Korea, 05019"
09590245-76c0-426d-beb5-0bef1502bfd4,Phillip Salas,+1-829-229-3453,"92891 Jeffrey Loaf, Claudiaside, New Hampshire, Mauritania, 01189"
400a2a69-31b8-49f3-8260-a0b5eb878215,Tracy Oconnell,4744976790,"233 Heather Springs, Pattonfurt, Indiana, Portugal, 73386"
a47807ab-86b3-462f-89f6-d55d64bdfffb,Kelsey Smith,643-790-5672x537,"47426 Clayton Unions Apt. 724, North Carrie, Colorado, Benin, 57450"
1e91075a-d5ca-4db0-ba09-b81b4bd685ab,Michael Steele,(291)965-8989x7296,"67112 Webster Dam Apt. 827, North Zacharystad, Tennessee, United Kingdom, 68874"
56b73fbb-fe76-4e30-8f0e-a4c169ac0432,Richard Ellis,001-404-913-7016x8727,"26118 Evelyn Valleys Apt. 403, Connieport, Indiana, Northern Mariana Islands, 75376"
b6367885-d32a-4131-83cf-549a4c5d8568,Jennifer Jones,+1-303-530-6318x6631,"4482 Perez Hollow Apt. 462, Wendyside, Mississippi, Germany, 72080"
9d4d3c88-4e75-46bd-802b-b79429ac748f,Brenda Powell,579.704.6004x467,"6742 Shawn Vista, Evansfort, Missouri, Lao People's Democratic Republic, 62814"
5923c87f-3b51-4ce2-b44b-b2c866f5c6f2,Jack Wilkinson,+1-607-705-7428x733,"93780 Carr Expressway Apt. 202, Wolffurt, Kansas, Nauru, 09003"
05d27a7c-59cc-43e5-97b5-6dfb0296472a,Lauren Gould,(375)891-8478x3618,"683 Beverly Orchard, Traceyberg, Florida, Western Sahara, 95007"
2bbfbabb-b784-4cff-8ce2-673062eed1be,Dylan Johnson,+1-562-748-6802x1858,"03817 James Unions Suite 948, Mccartyborough, Virginia, Swaziland, 66723"
3207099e-3507-41ee-a603-15babddab1d6,Julian Odonnell,(734)986-0767,"0661 Ana Drives Suite 634, Matthewberg, Nebraska, Moldova, 80434"
9908535c-1c43-4432-ad1a-4c8d1d09fd6e,Elizabeth Foster,545-933-0417x6133,"1113 Kaitlin Via, Sarahside, Colorado, Netherlands Antilles, 91412"
337a5e0e-16bb-4275-83bb-542873ffc863,Edward Lewis,826-974-1597,"7748 Deborah Burg Suite 629, Floresborough, Tennessee, Egypt, 95825"
2167e4f1-0f26-4a92-b0d5-ea388c5154bf,Thomas Black,795-635-4558x1986,"563 Bob Pass, Davidview, Illinois, Luxembourg, 18953"
5b4f84e2-53c4-4c2d-9db0-ac16e1788060,Keith Miranda,001-603-555-3392,"2599 John Stravenue Suite 040, North Kevin, Virginia, Saint Lucia, 58316"
5ffc16ee-9518-4b81-b45c-386821bd1813,Audrey Warren,464-657-4626x1447,"17755 Rice Place, North Christine, Maine, British Virgin Islands, 40200"
07beb476-48d8-47ac-bdb4-f87785ae1d0d,Kyle Lamb,294-346-2762x709,"12779 Brittany Points, Lake Marcus, Kansas, Vietnam, 79172"
00a36948-a520-43a2-b259-50de341e2310,Erica Herrera,986-795-5619x345,"437 Delgado Manor Suite 531, New Dylan, Kentucky, Sierra Leone, 22227"
5f5b80f0-9366-4e49-b4c8-c28b33aa0a8a,Daniel Ortiz,+1-796-708-7035x479,"5279 Vaughn Knoll, Shawchester, Vermont, Turkmenistan, 27137"
b3045061-81b8-4ab4-bce9-1809ecdd9c4f,Gary Schneider,570-458-2375x943,"7693 Peter Harbor, Bennettberg, Colorado, Mali, 72099"
d9e53a43-a3cb-41e9-a6cb-3cf02e5f7ba5,Wayne Boyd,9146701027,"76800 Cheryl Parkways Suite 477, Austinport, Wisconsin, Fiji, 94740"
cc812a2e-2c5a-4689-9351-b2f22d00efcc,Jacob Mendez,001-938-960-2787x94801,"156 Paula Mountain Suite 431, East Richardhaven, Nebraska, Botswana, 01752"
47766de5-8d0b-4195-a3ca-618730f62dae,Linda Huerta,001-672-504-1081x6819,"1930 Thompson Forest, Lake Cynthia, New Mexico, Poland, 45517"
6df7b0de-e916-440e-9b8b-78a6f751e2ea,Cindy Li,(460)299-6816x185,"198 Katie Mountain Apt. 706, Schmidtfort, North Carolina, Svalbard & Jan Mayen Islands, 85220"
104beb6c-0e4a-43bd-b38d-391e91f50999,Jackie Bishop,+1-809-910-8892x88658,"873 Michael Squares Apt. 124, Port Selena, Wisconsin, Guatemala, 81158"
5e1edaa1-3293-4d66-a2b9-d80a62049a63,Jessica Cohen,300.726.9914x111,"6773 Davis Via, Stephenmouth, Connecticut, Brunei Darussalam, 97334"
1028816e-c002-4fd8-8538-7b6d529ef6f1,Jennifer Johnson,841.894.4157,"5414 Julie Rapid Suite 405, Wongmouth, Arkansas, Portugal, 51036"
c03bd7d4-9a6b-4270-8924-e667dc28b690,Kimberly Williams,380-618-0581x5985,"532 Knight Plaza Suite 767, Davidshire, Delaware, Barbados, 10582"
6463ba15-c913-4f44-b26b-cedacc7889c1,Rachel Forbes,001-610-913-6646x04808,"8057 Goodwin Junctions, Nicholasbury, Pennsylvania, Australia, 91119"
35c63206-ec22-4bc4-828a-a9eb3be5adfe,Daniel Rangel,987.787.3421,"874 Myers Glens, Michelletown, Indiana, Tanzania, 58591"
ca9d47f5-118d-46a1-a20d-4b8b1dbe130b,Deanna Allen,001-852-927-9976x1450,"21261 Lane Burg, Christopherchester, Washington, Afghanistan, 58133"
b1def1ed-2d08-4a22-9a00-ad40d8b6cfb0,Paul Richards,968.439.0988,"4509 Cummings Forge, Lake Benjamin, Utah, Panama, 78513"
70e4e049-3495-45d8-9677-fbf6c58d7a16,Traci Freeman,260-413-5786,"25867 Catherine Forges, Shelbyfort, North Dakota, Norfolk Island, 70000"
5d3e00e5-6058-4ea7-8883-00675b3d6c7b,Andrew Smith,439-282-8975x73257,"9245 John Highway Apt. 776, Robertberg, New Mexico, Montenegro, 94225"
4920ec85-8379-405f-a9c5-82d173312211,Chad Cunningham,695.485.0061x375,"9418 Leon Causeway Apt. 458, Port Dominique, Connecticut, Myanmar, 33766"
6293eb2d-e7fc-42f9-93e8-a260075b1695,Katie Adkins,+1-549-775-4372x671,"055 Tina Parks Suite 777, Floydberg, Maine, Haiti, 80256"
1d5bc97a-bbdf-43f9-baac-48e0899b1f13,Billy Holder,5145623111,"6661 James Camp Suite 434, South Thomas, Oklahoma, Palestinian Territory, 53944"
4c01e2b7-e882-48f7-8cd5-5ac9891a046d,Vanessa Johnson,(786)791-7860x71184,"3085 Sean Underpass, New Jacqueline, New Mexico, Serbia, 98473"
d6c2d219-52c1-44c0-aaa8-1ae31f924121,Natalie Acosta,(970)766-5544,"376 David Causeway Apt. 724, Jobury, Maine, Estonia, 70363"
25bc4ed7-a37b-4898-901f-fdf4d33c959e,Christopher Jensen,838.462.2802,"669 Richardson Forest Apt. 717, South Amberville, Texas, Indonesia, 57296"
8b6834f2-ccab-426b-8416-4373c1e711c3,Walter Anderson,001-906-654-2967x65219,"0302 Monica Street Suite 157, East Heatherbury, Louisiana, Costa Rica, 65781"
7563b3b2-2be7-456d-9213-78589d0b2726,William Davis,405.455.1992,"1341 Jennings Branch, Taylorview, Pennsylvania, Papua New Guinea, 80320"
f150b966-42a4-486a-875d-3059d631802b,Valerie Nguyen,(278)508-1891x296,"5083 Johnson Divide Suite 054, Joshualand, South Dakota, Burundi, 45336"
920a5ca7-f469-4670-9a0e-1bd41ef594b2,Stephen Pearson,397.412.8333x2878,"61355 James Stravenue, Port Meganfort, New Mexico, Turks and Caicos Islands, 17973"
da898fa5-824e-4883-b1fa-c34138caee9d,Daniel Blackwell,988.239.1727x15699,"88162 Schneider Falls, Leeland, Maryland, Cuba, 50509"
